question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
What demographic and lifestyle factors are categorized in relation to mean BMI and waist circumference?,PMC4537884_00002_table0.png,figure,llama4-maverick,0,0,1,0,0,0.0,471,61,2386.4,0.000107,"According to [PMC4537884_00002.txt], sociodemographic and lifestyle factors are categorized in relation to mean BMI, waist circumference (WC), and prevalence ra",,0,0,1,0,0,0.0,547,61,1613.5,0.000119,"According to the context passage [PMC4537884_00002.txt], sociodemographic and lifestyle factors are related to mean BMI, waist circumference (WC), and prevalenc",,0,0,0,0,0,0.0,624,82,2186.6,0.000143,I don't know. The provided text context and image do not contain information about the categorization of demographic and lifestyle factors in relation to mean B,,0,0,1,0,0,0.0,704,90,3034.0,0.00016,"The text does not directly answer the question, but based on the provided text context, specifically [PMC4537884_00002.txt], it is mentioned that ""BMI, WC and p",
How many genes are included in the Retinitis Pigmentosa panel?,PMC5592712_00002_table0.png,figure,llama4-maverick,1,1,1,0,0,0.0,493,88,2323.8,0.000127,"According to the context, the 132 gene panel was comprised of coding exons and splicing sites of 132 known retinal disease genes, and it's mentioned that ""These",,1,1,1,0,0,0.0,511,60,2606.1,0.000113,"The passage mentions that the 132 gene panel was comprised of coding exons and splicing sites of 132 known retinal disease genes, and that these 132 genes are r",,1,0,1,0,0,0.0,936,38,1534.4,0.000163,"The text context mentions that the 132 gene panel was comprised of coding exons and splicing sites of 132 known retinal disease genes. Therefore, the answer is ",,1,0,1,0,0,0.0,958,42,3011.4,0.000169,"The text context states that the panel contained 132 retinal dystrophy genes, and Table 1 lists 132 genes included in the panel for retinal dystrophies. Therefo",
"What are the statistical methods used to estimate incremental cost, incremental QALYs, and incremental net benefit (INB)?",PMC5763423_00016_table0.png,figure,llama4-maverick,0,0,1,0,0,0.0,338,72,2224.4,9.4e-05,"I don't know. The provided context does not mention the specific statistical methods used to estimate incremental cost, incremental QALYs, and incremental net b",,0,0,0,0,0,0.0,375,129,3625.5,0.000134,I don't know.   The provided context passages and knowledge-graph facts do not directly mention the specific statistical methods used to estimate incremental co,,0,0,0,0,0,0.0,781,274,6514.4,0.000282,"The table shows various statistical methods used, including SR (0.84, 95% CI: 0.81-0.86), FR (0.89, 95% CI: 0.87-0.91), EF (0.80, 95% CI: 0.76-0.83), and SE (0.",,0,0,1,0,0,0.0,822,240,7287.3,0.000267,"The table in the image provides various statistical measures such as SR, FR, EF, SE, and EO for different categories (MZC, MZI, DZC) at 8 and 16 months, along w",
What genetic variants are analyzed for allele frequency in the NLGN3 and NLGN4X genes?,PMC3120659_00004_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,481,105,3237.7,0.000135,"The context doesn't directly state the specific genetic variants analyzed for allele frequency in the NLGN3 and NLGN4X genes. However, according to [PMC3120659_",,0,0,1,0,0,0.0,492,104,3224.1,0.000136,I don't know. There is no information in the provided context and knowledge-graph facts to answer the question about the specific genetic variants analyzed for ,,1,0,1,0,0,0.0,924,119,2879.8,0.00021,"The text context mentions that allelic frequencies were analyzed within the NLGN3 and NLGN4X genes, but it does not specify the genetic variants. However, it re",,0,0,1,0,0,0.0,939,326,7529.2,0.000336,"The text context mentions that allelic frequencies were analyzed within the NLGN3 and NLGN4X genes, but it does not specify the genetic variants. However, it do",
What types of microorganisms are distributed in the saturated zone during baseflow and an event?,PMC5947618_00010_figure0.png,figure,llama4-maverick,0,0,0,0,0,0.0,449,26,926.4,8.3e-05,I don't know. The provided context doesn't mention the types of microorganisms distributed in the saturated zone during baseflow and an event.,,0,0,0,0,0,0.0,460,78,2031.8,0.000116,You don't know.   The provided context passages discuss the introduction of non-permanent genotypes into alpine karst aquifers from various environments and the,,1,1,1,1,1,1.0,892,59,2544.4,0.000169,"The types of microorganisms distributed in the saturated zone during baseflow and an event are Protozoa, Bacteria and archaea, and Bacteriophages. During basefl",,1,1,1,1,1,1.0,907,41,2037.6,0.000161,"The image shows the distribution of microorganisms in the saturated zone during baseflow and an event. The types of microorganisms distributed are: Protozoa, Ba",
"What are the concentrations of TGFβ1, IL-1β, and IL-6 across the three groups?",PMC5986835_00005_figure0.png,figure,llama4-maverick,0,0,1,0,0,0.0,572,101,2178.7,0.000146,"I don't know. The provided context does not contain information on the concentrations of IL-1β. However, it does mention that there are differences in levels of",,0,0,0,0,0,0.0,583,5,489.7,9e-05,I don't know.,,0,0,0,0,0,0.0,1015,201,4307.4,0.000273,"The table shows cytokine induction responses for two cell lines, J774A.1 and A549, across various cytokines. However, it does not directly provide the concentra",,0,0,0,0,0,0.0,1030,375,8054.5,0.00038,"The image shows a table with cytokine induction responses. However, the table does not directly provide the concentrations of TGFβ1, IL-1β, and IL-6 across the ",
What are the key considerations for bariatric intervention in type 1 diabetes?,PMC4936488_00011_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,327,76,1755.5,9.5e-05,I don't know. The provided context does not mention key considerations for bariatric intervention in type 1 diabetes. It does discuss diabetes management and pr,,0,0,0,0,0,0.0,338,102,2518.1,0.000112,"I don't know.   The provided context passages discuss various topics related to diabetes management, including weight loss surgery in obese individuals with typ",,0,0,0,0,0,0.0,770,111,3175.2,0.000182,"The provided text context does not directly discuss key considerations for bariatric intervention in type 1 diabetes. However, [PMC4936488_00011.txt] mentions """,,0,0,0,0,0,0.0,785,275,7203.1,0.000283,"The provided text context includes a document titled ""Clinical Considerations for Weight Loss Surgery in Obese Individuals with Type | Diabetes."" Although it is",
What are the categories compared for the duration and display percentages of alcohol cues and responsible drinking statements?,PMC5467671_00004_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,404,65,1281.3,0.0001,I don't know. The provided context doesn't contain information about the categories compared for the duration and display percentages of alcohol cues and respon,,0,0,0,0,0,0.0,438,112,4688.4,0.000133,"I don't know. The knowledge-graph facts mention categories such as ""alcohol related"", ""drug related"", ""alcohol and drug related"", and ""substance negative"", but ",,0,0,0,0,0,0.0,557,109,2923.6,0.000149,I don't know. The provided text context and the attached image do not contain information about the categories compared for the duration and display percentages,,0,0,0,0,0,0.0,595,116,4880.6,0.000159,The question is not answerable with the provided text context and knowledge-graph facts. The text context appears to be discussing the effects of pre-injury sub,
What does the phylogenetic tree illustrate about genetic relationships?,PMC4366372_00020_figure0.png,figure,llama4-maverick,1,1,1,0,0,0.0,345,75,2712.1,9.7e-05,"The phylogenetic tree illustrates the evolutionary relationships and genetic distances between different species. The scale bar represents 0.1 changes per site,",,1,1,1,0,0,0.0,356,100,3690.1,0.000113,"Phylogenetic tree construction is mentioned in the context passages. According to [PMC2652664_00015.txt], a phylogenetic tree ""depicted the relationships betwee",,1,1,1,0,0,0.0,788,161,4684.6,0.000215,"The phylogenetic tree illustrates the evolutionary relationships among different Entamoeba species. The tree shows the genetic distances between the species, wi",,1,1,1,0,0,0.0,803,119,3578.8,0.000192,The phylogenetic tree illustrates the evolutionary relationships among different Entamoeba species based on their genetic similarities and differences. The tree,
What opportunities for additional funding are available for undergraduate medical education at Radboud University Medical Center?,PMC5579150_00007_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,392,5,439.5,6.2e-05,I don't know.,,0,0,1,0,0,0.0,425,31,1116.0,8.2e-05,I don't know. The provided context passages and knowledge-graph facts do not mention Radboud University Medical Center or its funding opportunities for undergra,,1,0,1,1,1,1.0,835,73,1834.3,0.000169,"According to the provided image, opportunities for additional funding for undergraduate medical education at Radboud University Medical Center include:   1. SIB",,0,0,1,1,1,1.0,872,69,2169.5,0.000172,"The financing system for undergraduate medical education at the Radboud University Medical Center is characterized by several points, including: extra money for",
What are the matrix factor percentages for DMEM/F12 and Fetal M199 at concentrations of 0.01 and 10.0 µg/mL?,PMC6035002_00013_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,421,77,2010.1,0.000109,"I don't know. The provided context does not contain information about matrix factor percentages for DMEM/F12 and Fetal M199 at specific concentrations. However,",,0,0,0,0,0,0.0,471,160,3452.9,0.000167,"According to the provided context passage [PMC6035002_00013.txt], the matrix factor of doxorubicin in DMEM/F12 and fetal M199 media is mentioned, and it is stat",,0,0,1,1,1,0.5,864,99,2659.0,0.000189,The text context does not provide information about the matrix factor percentages for DMEM/F12 and Fetal M199 at concentrations of 0.01 and 10.0 µg/mL. The rele,,0,0,0,1,1,0.5,918,283,6316.0,0.000307,"To determine the matrix factor percentages for DMEM/F12 and Fetal M199 at concentrations of 0.01 and 10.0 µg/mL, we need to refer to the provided text context. ",
What images are used for the go trials in the task setup?,PMC4596151_00004_figure0.png,figure,llama4-maverick,0,0,1,0,0,0.0,551,136,3726.9,0.000164,"According to the context provided in [PMC5099143_00002.txt], the experiments were comprised of 64 trials, with 32 trials presenting ""unfiltered faces"" and 32 tr",,0,0,1,0,0,0.0,587,109,3296.0,0.000153,"You don't know the specific details of the ""go trials"" as the provided context passages and knowledge-graph facts don't mention ""go trials."" However, the contex",,1,0,1,1,1,1.0,704,66,3552.2,0.000145,"The images used for the 'go' trials in the task setup are grapes and socks. Specifically, the task setup includes two types of 'go' trials: one with 100% ""go"" r",,1,0,1,1,1,1.0,744,43,1821.4,0.000137,"The 'go' trials in the task setup used images of grapes and socks. Specifically, the images used were 100% 'go' trials with grapes and 50% 'go' trials with sock",
How are synthetic microbial communities categorized based on the type of mix and the number of FMG strains missing?,PMC6061470_00004_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,457,33,989.8,8.8e-05,I don't know. The provided context does not contain information on categorizing synthetic microbial communities based on the type of mix and the number of FMG s,,0,0,0,0,0,0.0,480,5,413.6,7.5e-05,I don't know.,,0,1,0,0,0,0.0,610,36,1795.2,0.000113,I don't know. The provided text context and image do not contain information on categorizing synthetic microbial communities based on the type of mix and the nu,,0,0,0,0,0,0.0,637,58,2578.9,0.00013,I don't know. The provided text context and knowledge-graph facts do not contain information on categorizing synthetic microbial communities based on the type o,
What genetic mutations are associated with ovarian cancer development?,PMC3537528_00006_figure0.png,figure,llama4-maverick,1,1,1,0,0,0.0,466,79,2331.7,0.000117,"Mutations in the TP53 gene, which encodes the tumor suppressor protein 53 (p53), are associated with ovarian cancer development, particularly in high-grade sero",,1,1,1,0,0,0.0,521,81,2797.3,0.000127,"Mutations in the TP53 gene are associated with ovarian cancer development, particularly in high-grade serous (HGS) ovarian cancer, where more than 96% of patien",,1,0,1,0,0,0.0,909,153,4170.1,0.000228,"The genetic mutation associated with ovarian cancer development is a mutation in the TP53 gene, which encodes the tumor suppressor protein 53 (p53). More than 9",,1,1,1,0,0,0.0,968,100,3426.3,0.000205,"The genetic mutation associated with ovarian cancer development is a mutation in the TP53 gene, which encodes the tumor suppressor protein 53 (p53). More than 9",
What measurements are compared between the right and left conchae bullosa?,PMC3541255_00002_table1.png,figure,llama4-maverick,0,1,1,0,0,0.0,495,60,2300.9,0.00011,"According to the context, the frequency of concha bullosa was seen in 16.0% of the patients on the left side and 27.6% of them on the right side. Therefore, the",,0,1,1,0,0,0.0,506,71,1887.4,0.000119,"According to the passage [PMC3541255_00002.txt], concha bullosa was seen in 16.0% of the patients on the left side and 27.6% of them on the right side. This imp",,0,0,1,0,0,0.0,648,105,2846.9,0.00016,"The table shows the percentage of involvement for different anatomical structures, including conchae bullosa, on the right, left, and bilaterally. The measureme",,0,1,1,0,0,0.0,663,88,2180.5,0.000152,"The table shows the percentage of involvement of different anatomical structures, including conchae bullosa, in patients. The measurements compared between the ",
What metrics are related to fast gait speed conditions?,PMC5397518_00006_table0.png,figure,llama4-maverick,1,1,1,0,0,0.0,423,99,2444.8,0.000123,"According to the provided context, specifically in [PMC5397518_00006.txt], the metrics related to the FS (fast gait speed) condition are:   1. Duration (4 gait ",,1,1,1,0,0,0.0,434,108,2571.8,0.00013,"Based on the provided context passages, the metrics related to fast gait speed conditions (referred to as ""FS condition"") are:  1. Duration (4 gait phases were ",,0,0,1,0,0,0.0,1156,260,4794.3,0.000329,"To answer the question, we need to look at the provided text context and identify the metrics related to fast gait speed conditions.  The relevant text is from ",,0,0,1,0,0,0.0,1171,273,6287.2,0.000339,"To answer the question, we need to look at the provided text context and identify the metrics related to fast gait speed conditions.  The relevant text is from ",
What descriptive statistics are provided for healthcare-related input and output variables?,PMC5423988_00002_table0.png,figure,llama4-maverick,0,0,1,0,0,0.0,480,131,2875.5,0.000151,"I don't know based on the provided context for [PMC5978923_00000.txt] and [PMC4219614_00001.txt]. However, for [PMC5423988_00002.txt], the answer is not availab",,0,1,1,0,0,0.0,503,97,2729.8,0.000134,"Based on the provided context and knowledge-graph facts, the descriptive statistics for healthcare-related input and output variables include mean and standard ",,0,0,1,1,1,0.333,1213,322,7313.7,0.000375,"The text context does not directly provide the descriptive statistics for healthcare-related input and output variables. However, based on the information given",,0,1,1,1,1,0.333,1240,97,4294.5,0.000244,"The text context mentions that ""descriptive statistics for input and output variables"" were developed. According to the knowledge-graph facts, descriptive stati",
What treatments affect NF-κB p65 nuclear localization?,PMC5228585_00006_figure0.png,figure,llama4-maverick,1,1,1,0,0,0.0,469,31,1247.0,8.9e-05,"According to the provided context, treatment with EMS inhibits TNF-α induced NF-κB nuclear localization in HDs (Human Dermal fibroblasts).",,1,1,1,0,0,0.0,480,31,857.4,9.1e-05,"According to the provided context, treatment with EMS inhibits TNF-α induced NF-κB nuclear localization in HDs (human dermal fibroblasts).",,0,0,1,0,0,0.0,1202,225,7058.6,0.000315,"To determine the treatments that affect NF-κB p65 nuclear localization, we need to examine the provided text and images.  The relevant text is from [PMC4417304_",,0,0,1,0,0,0.0,1217,212,5396.1,0.00031,"To determine the treatments that affect NF-κB p65 nuclear localization, we need to examine the provided text context and image.  The text context mentions that ",
What metrics decline over time during enzyme replacement therapy over 10 years?,PMC5760608_00003_figure0.png,figure,llama4-maverick,0,0,0,0,0,0.0,504,23,794.8,8.9e-05,I don't know. The provided context does not mention enzyme replacement therapy or metrics declining over time during such therapy.,,0,0,0,0,0,0.0,515,5,374.3,8e-05,I don't know.,,0,0,1,1,1,0.333,947,76,2091.4,0.000188,I don't know. The provided text context and image do not mention metrics declining over time during enzyme replacement therapy over 10 years. The text appears t,,0,0,1,1,1,0.333,962,51,2523.0,0.000175,I don't know. The provided text context and knowledge-graph facts do not mention metrics declining over time during enzyme replacement therapy over 10 years. Th,
What information is provided about genes associated with MODY?,PMC4934136_00003_table0.png,figure,llama4-maverick,0,0,1,0,0,0.0,470,79,2149.4,0.000118,"The text mentions a variant ""ENE P-Glu50Lys"" but doesn't provide general information about genes associated with MODY. It only discusses variants and their path",,0,0,1,0,0,0.0,481,109,3017.4,0.000138,"The passage mentions a variant ""ENE P-Glu50Lys"" but doesn't provide general information about genes associated with MODY. However, it does mention that ""In a la",,0,0,1,0,0,0.0,913,114,2650.8,0.000205,"The text does not provide information about genes associated with MODY. However, it does mention that 9 novel variants were considered likely pathogenic mutatio",,0,1,1,0,0,0.0,928,146,3991.0,0.000227,"The text mentions that 9 novel variants were considered likely pathogenic mutations associated with MODY, while 17 variants were considered likely benign polymo",
What clinical characteristic shows a significant difference between MODY-negative and MODY-positive groups at diabetes onset?,PMC4934136_00003_table1.png,figure,llama4-maverick,0,0,0,0,0,0.0,535,141,3051.2,0.000165,The provided text doesn't directly state the characteristics of MODY-positive vs. MODY-negative subjects at the onset of diabetes in a clear and readable format,,0,0,0,0,0,0.0,546,233,5139.0,0.000222,"According to the provided context, at the time of the study visit, several characteristics showed significant differences between MODY-negative and MODY-positiv",,1,1,1,1,1,1.0,978,356,8225.3,0.00036,"To determine the clinical characteristic that shows a significant difference between MODY-negative and MODY-positive groups at diabetes onset, we need to look a",,0,1,1,1,1,1.0,993,309,9723.7,0.000334,"To determine the clinical characteristic that shows a significant difference between MODY-negative and MODY-positive groups at diabetes onset, we need to examin",
What are the effects of control and leptin antibody + leptin treatments on the average number of large luteal cells per area?,PMC5791151_00005_table0.png,figure,llama4-maverick,0,0,0,0,0,0.0,394,100,4250.5,0.000119,I don't know. The provided context does not contain information about the effects of control and leptin antibody + leptin treatments on the average number of la,,0,0,1,0,0,0.0,411,91,3525.1,0.000116,I don't know. The provided context passages and knowledge-graph facts do not contain information about the effects of control and leptin antibody + leptin treat,,0,0,1,0,0,0.0,547,92,2093.7,0.000137,I don't know. The provided text context and image do not contain information about the effects of control and leptin antibody + leptin treatments on the average,,0,0,0,0,0,0.0,568,246,9351.5,0.000233,The image does not directly relate to the question about the effects of control and leptin antibody + leptin treatments on the average number of large luteal ce,
What treatments are compared for their effects on fluorescence ratios in the samples?,PMC5839695_00013_figure0.png,figure,llama4-maverick,0,1,1,0,0,0.0,459,43,1367.9,9.5e-05,"According to [PMC5074294_00017.txt], untreated and heat-treated samples are compared. The samples are assayed without stains and stained with FDA, CMFDA, and FD",,0,0,1,0,0,0.0,500,102,2596.8,0.000136,"Based on the provided context and knowledge-graph facts, the relevant information is found in [PMC5074294_00017.txt].   The passage mentions ""Untreated and heat",,0,0,1,0,0,0.0,902,156,3544.6,0.000229,"To determine the treatments compared for their effects on fluorescence ratios in the samples, we need to examine the provided text context and the attached imag",,0,0,1,0,0,0.0,947,207,8021.2,0.000266,"To determine the treatments compared for their effects on fluorescence ratios in the samples, we need to examine the provided text context and knowledge-graph f",
What clinical and demographic characteristics are compared between patients with and without disease progression?,PMC3211193_00002_table0.png,figure,llama4-maverick,0,1,1,0,0,0.0,485,110,4301.6,0.000139,"According to [PMC3211193_00002.txt], the clinical and demographic characteristics compared between patients with (PD) and without (non-PD) disease progression i",,0,1,1,0,0,0.0,557,139,4948.8,0.000167,"According to the context passage [PMC3211193_00002.txt], the clinical and demographic characteristics compared between patients with and without disease progres",,0,1,1,0,0,0.0,928,54,1890.8,0.000172,"The clinical and demographic characteristics compared between patients with and without disease progression include lymph node status, baseline laboratory value",,0,0,1,0,0,0.0,1004,54,2380.6,0.000183,"The clinical and demographic characteristics compared between patients with and without disease progression include lymph node status, baseline laboratory value",
