question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
How does the use of bidirectional gated recurrent units in encoding sequences relate to the implementation of sentence-level BLEU as an objective for the generator?,1611.04684v1.txt,multihop_cross,gemini-flash-lite,1,0,1,0,0,0.0,484,59,918.2,7.2e-05,I don't know. The provided text describes the use of bidirectional gated recurrent units for the encoder in the RNNSearch model and separately discusses the use,,1,1,1,0,0,0.0,569,84,725.6,9.1e-05,"Based on the provided context and knowledge-graph facts, the encoder uses bidirectional gated recurrent units to encode the input sequence, while the smoothed s",,0,1,1,0,0,0.0,726,82,658.4,0.000105,"Based on the provided text, there is no information explaining a relationship between the use of bidirectional gated recurrent units in encoding sequences and t",,1,1,1,0,0,0.0,815,123,985.6,0.000131,"Based on the provided text and knowledge-graph facts, the encoder is a bidirectional gated recurrent unit used to encode the input sequence, while the smoothed ",
"How are pretrained word2vec embeddings utilized in the training process, and what effect do they have on internal coherence in models for IMDB and Yahoo answers?",1804.07707v2.txt,multihop_cross,gemini-flash-lite,1,1,1,1,1,0.333,463,120,674.6,9.4e-05,"Based on the provided context:  *   **Utilization:** In the model discussed in [1705.09296v2.txt], the encoder is initialized with pretrained word2vec embedding",,1,1,1,1,1,0.333,539,46,607.2,7.2e-05,"Based on the provided context, pretrained word2vec embeddings are utilized by initializing the encoder with them and not updating them. In models for IMDB and Y",,1,1,1,1,1,0.333,705,125,844.5,0.000121,"Based on the provided text:  *   **Utilization:** In the context of the models discussed in [1705.09296v2.txt], the encoder is initialized with pretrained word2",,1,1,1,1,1,0.333,785,46,604.9,9.7e-05,"Based on the provided text, pretrained word2vec embeddings are utilized by initializing the encoder with them and not updating them. In models for IMDB and Yaho",
"How is maximum likelihood estimation applied in supervised summarization approaches, and what role does it play in pre-training the generator in GANs?",1812.00108v4.txt,multihop_cross,gemini-flash-lite,1,0,1,1,1,1.0,447,53,607.8,6.6e-05,The provided context does not contain information regarding how maximum likelihood estimation is applied in supervised summarization approaches.  Regarding GANs,,0,0,1,1,1,1.0,522,56,530.6,7.5e-05,"Based on the provided context, I do not know how maximum likelihood estimation is applied in supervised summarization approaches.  Regarding GANs, the provided ",,0,0,1,1,1,1.0,784,69,850.9,0.000106,"Based on the provided text, I do not know how maximum likelihood estimation is applied in supervised summarization approaches.  Regarding GANs, the text states ",,1,0,1,1,1,1.0,863,70,747.5,0.000114,"Based on the provided text, there is no information regarding how maximum likelihood estimation is applied in supervised summarization approaches.  Regarding GA",
"How does knowledge transfer in action recognition utilize a large amount of training data, and what challenges do deep generative models face regarding a large amount of training data?",1804.01429v3.txt,multihop_cross,gemini-flash-lite,1,1,1,1,1,1.0,422,77,702.9,7.3e-05,"Based on the provided context:  Regarding action recognition, previous work on knowledge transfer for both images and videos has been based on visual similarity",,1,1,1,1,1,1.0,505,73,660.8,8e-05,"Based on the provided context, knowledge transfer for action recognition utilizes a large amount of training data because previous work has been based on visual",,1,1,1,1,1,1.0,665,80,667.0,9.9e-05,"Based on the provided text:  Regarding action recognition, previous work on knowledge transfer has been based on visual similarity, which requires a large amoun",,1,1,1,1,1,1.0,752,81,662.2,0.000108,"Based on the provided text, knowledge transfer for action recognition (and videos/images) has been based on visual similarity, which requires a large amount of ",
"How does the baseline model in the smoke dataset learn spatial and temporal features, and what method is used to process spatial features across frames in the independent views?",1811.09393v4.txt,multihop_cross,gemini-flash-lite,1,1,1,1,1,0.5,450,109,705.3,8.9e-05,"Based on the provided context:  *   **Baseline model in the smoke dataset:** It learns spatial and temporal features by using the simplest input for $D_{s,t}$, ",,1,1,1,1,1,0.5,525,75,693.8,8.2e-05,"Based on the provided context, the baseline model in the smoke dataset learns spatial and temporal features using the original, unwarped triplets (Ig or Ib).  R",,1,1,1,1,1,0.5,701,119,730.5,0.000118,Based on the provided text:  *   **Baseline model in the smoke dataset:** The baseline model learns spatial and temporal features (as well as their correlation),,1,1,1,1,1,0.5,780,108,653.4,0.000121,Based on the provided text:  *   **Baseline model in the smoke dataset:** The baseline model learns spatial and temporal features by using the simplest input fo,
"What datasets are introduced for temporal action localization, and what is a key requirement for efficient search in temporal action localization?",1804.01429v3.txt,multihop_cross,gemini-flash-lite,1,1,1,0,0,0.0,396,85,829.6,7.4e-05,"Based on the provided context:  *   **Datasets:** The text mentions THUMOS14 as a challenging temporal action localization dataset, but it does not state that t",,1,1,1,0,0,0.0,468,75,701.9,7.7e-05,"Based on the provided context, THUMOS14 is mentioned as a challenging temporal action localization dataset.   Regarding the requirement for efficient search, th",,0,1,1,0,0,0.0,610,64,570.1,8.7e-05,"Based on the provided text, the THUMOS14 dataset is mentioned as one of the most challenging temporal action localization datasets.  A key requirement for effic",,0,1,1,0,0,0.0,686,53,543.4,9e-05,"Based on the provided text, THUMOS14 is mentioned as a challenging temporal action localization dataset. Regarding the requirements for efficient search, the te",
"What challenges do tensor factorization methods face in modeling time modes, and what novel approach is proposed to address the gap in their application to HRSI?",1803.04572v2.txt,multihop_cross,gemini-flash-lite,1,1,1,1,1,0.5,407,51,898.4,6.1e-05,"Regarding the challenges in modeling time modes, regular tensor factorization methods struggle when the time mode is irregular.  Regarding the application to HR",,1,1,1,1,1,0.5,495,63,551.1,7.5e-05,"Based on the provided context, tensor factorization methods face challenges in modeling time modes because the time mode is intrinsically difficult to model due",,1,1,1,1,1,0.5,590,108,645.3,0.000102,"According to the provided text, tensor factorization methods face challenges in modeling time modes because the time mode is sometimes intrinsically difficult t",,1,1,1,1,1,0.5,682,94,678.1,0.000106,"According to the provided text, tensor factorization methods face challenges in modeling time modes because the time mode is sometimes intrinsically difficult t",
"How does mutual information estimation contribute to the talking face generation task, and what is the objective of generating a sequence of frames in this task?",1812.06589v2.txt,multihop_cross,gemini-flash-lite,1,1,1,1,1,1.0,409,93,751.4,7.8e-05,Based on the provided text:  **Contribution of mutual information estimation:** The asymmetric mutual information estimator is introduced to maximize the cohere,,1,1,1,1,1,1.0,499,95,645.2,8.8e-05,"Based on the provided context and knowledge-graph facts, mutual information estimation is used to explore the coherence between audio and visual modalities. The",,1,1,1,1,1,1.0,642,93,654.0,0.000101,"Based on the provided text, the mutual information estimation (specifically the Asymmetric Mutual Information Estimator) is introduced to maximize the coherence",,1,1,1,1,1,1.0,736,114,895.4,0.000119,"Based on the provided text and knowledge-graph facts, mutual information estimation is used as a measure to explore the coherence between audio and visual modal",
"How does MTSA contribute to question-type classification, and what classification type is question-type classification categorized as in TREC?",1805.00912v4.txt,multihop_cross,gemini-flash-lite,1,1,1,1,1,0.333,518,39,452.1,6.7e-05,"The provided context does not contain information regarding how MTSA contributes to question-type classification. According to the text, question-type classific",,0,1,1,1,1,0.333,557,48,657.5,7.5e-05,"Based on the provided context and knowledge-graph facts, I do not know how MTSA contributes to question-type classification. Regarding the classification type, ",,0,1,1,1,1,0.333,765,46,714.2,9.5e-05,"Based on the provided text, I do not know how MTSA contributes to question-type classification.  Regarding the classification type, the text states that TREC (q",,1,1,1,1,1,0.333,808,42,559.5,9.8e-05,"Based on the provided text, question-type classification (TREC) is categorized as a multi-class classification task. The provided text does not contain informat",
"What challenges do semantic segmentation models face when tested on different datasets, and how does a semi-supervised method improve the training of semantic segmentation models?",1805.04687v2.txt,multihop_cross,gemini-flash-lite,0,1,1,0,0,0.0,402,106,665.9,8.3e-05,I don't know. The provided context does not mention challenges faced by semantic segmentation models when tested on different datasets.   Regarding how a semi-s,,0,0,0,0,0,0.0,496,31,691.0,6.2e-05,I don't know. The provided context and knowledge-graph facts do not contain information regarding the challenges semantic segmentation models face when tested o,,0,0,1,0,0,0.0,574,28,501.1,6.9e-05,I do not know. The provided text and image descriptions do not contain information regarding the challenges semantic segmentation models face when tested on dif,,1,1,1,0,0,0.0,672,156,1165.2,0.00013,"Based on the provided text and knowledge-graph facts, I do not know the challenges semantic segmentation models face when tested on different datasets.  Regardi",
